,LF-delta,LF-theta,LF-alpha,LF-beta,LF-gamma,LF-broadband,LC-delta,LC-theta,LC-alpha,LC-beta,LC-gamma,LC-broadband,LP-delta,LP-theta,LP-alpha,LP-beta,LP-gamma,LP-broadband,LO-delta,LO-theta,LO-alpha,LO-beta,LO-gamma,LO-broadband,RF-delta,RF-theta,RF-alpha,RF-beta,RF-gamma,RF-broadband,RC-delta,RC-theta,RC-alpha,RC-beta,RC-gamma,RC-broadband,RP-delta,RP-theta,RP-alpha,RP-beta,RP-gamma,RP-broadband,RO-delta,RO-theta,RO-alpha,RO-beta,RO-gamma,RO-broadband,FZ-delta,FZ-theta,FZ-alpha,FZ-beta,FZ-gamma,FZ-broadband,CZ-delta,CZ-theta,CZ-alpha,CZ-beta,CZ-gamma,CZ-broadband,PZ-delta,PZ-theta,PZ-alpha,PZ-beta,PZ-gamma,PZ-broadband,OZ-delta,OZ-theta,OZ-alpha,OZ-beta,OZ-gamma,OZ-broadband,all-delta,all-theta,all-alpha,all-beta,all-gamma,all-broadband
02-baseline2,-80.46602491050744,-81.10140585555067,-83.85245164360194,-90.71677381042866,-97.5819679685214,-89.76002844778925,-83.22930395768395,-83.1299535196021,-84.36102020088896,-91.15180850939312,-99.50764876554844,-90.96725378843152,-84.2453367304047,-83.28067407173123,-83.76866769067342,-90.71408148200588,-98.93854908720247,-90.6854417879842,-83.60630904861085,-81.5885756516634,-81.71487709871093,-88.97843157742668,-96.6017302912888,-88.88170296256271,-80.8688845294173,-81.4025719734249,-83.94152278004088,-90.8491591093113,-97.8924331153578,-89.97652780631783,-83.58174744825867,-83.39221359997103,-84.53851498183082,-91.4107715824087,-99.6873482109232,-91.20793186782078,-84.73149499414345,-83.86866771176079,-84.4583439235706,-91.52851095184582,-99.82795823868771,-91.45067015095006,-84.596805919263,-82.64932258745559,-82.94496615849506,-90.64311931464528,-99.4241436698956,-90.66454907558564,-79.15909882203758,-79.8629382076644,-82.8160412270024,-89.65863868537264,-95.79844543954798,-88.47980659397513,-81.88134888871647,-81.42429033768032,-82.28584101623889,-89.67780776197475,-98.95097332863548,-89.65190484931108,-82.2491484985255,-80.70702615889223,-81.12615751621432,-89.16102398043884,-98.8321770456239,-89.23873826996666,-88.6959180911623,-86.69875162676148,-86.93121013536653,-92.64251728578968,-97.49763393596696,-92.29612924792612,-83.02167211168016,-82.61142067942879,-83.89837225825974,-90.8636322814804,-98.69692950806242,-90.51601340861863
02-induction1,-81.79898882711396,-82.2532320242259,-84.70640371160792,-90.19609963687296,-95.93631631065648,-89.44818637055172,-84.02939104370842,-83.8292501245383,-84.91874033791443,-90.75904684473352,-97.93761102628108,-90.60371198731649,-84.9255468439699,-84.08880048104191,-84.58157136612898,-90.75032925124168,-98.57219348356207,-90.84028840306335,-84.5308087999514,-82.79765384147046,-83.0813671892849,-90.58884297943442,-99.7380178064262,-90.74046677542272,-82.01503643117161,-82.40444678467617,-84.73904664047095,-90.26506576366148,-96.02465518804244,-89.54129637629015,-84.2922103022663,-84.12835347898547,-85.23378774563585,-90.99746569531835,-97.9531044230136,-90.80257082133542,-85.79382733500617,-85.13114327369934,-85.69437142772696,-91.5246760403001,-98.48132626160584,-91.46836998717974,-85.71019956358148,-84.14444081872468,-84.58660138697067,-91.6441141428986,-100.03600868621744,-91.69297771278642,-80.33688394854241,-80.89100632145329,-83.7426817897626,-89.72814986528154,-95.5585478068123,-88.7643615970556,-82.62096180458201,-82.32411611760907,-83.27779728819209,-89.8678398078032,-98.21233409600084,-89.81589895854997,-83.37932071213987,-82.15305605283073,-82.75111251353991,-89.96012319888261,-98.718889225392,-89.99012667369621,-89.54852555926512,-87.97820738291716,-88.46860508148845,-94.7619638570983,-101.27952157327232,-94.5622979313794,-83.9813889363885,-83.61863371419503,-84.84303074819155,-90.83617599320064,-97.82993937474178,-90.57806938050324
02-induction2,-81.34015482077635,-81.71860387562275,-83.90993076189301,-90.4773009033621,-97.54518625628776,-89.79795091641408,-83.32755133894199,-83.09682395860509,-84.02887857915974,-90.9040643688918,-99.72299892918356,-90.88290408596788,-83.86688153049319,-83.0796693274304,-83.47144514039995,-90.68863632450724,-99.8193315046702,-90.80651882202817,-83.41038613232263,-81.73262809538167,-81.90845882410346,-89.96493046803855,-100.2141973578516,-90.24291535526103,-81.34406885641613,-81.72108477859194,-83.89761456966468,-90.6291177017014,-98.01978030703503,-89.98432486299166,-83.49002006220454,-83.28132976157424,-84.21690248207507,-91.03352758351922,-99.28648820375967,-90.88553469410896,-84.58667156738778,-83.92846717536571,-84.45607567134216,-91.36600997112568,-99.67651490293532,-91.33095465414996,-84.66778381289558,-82.99054927531233,-83.31932290076685,-91.06769422376448,-100.57169110627656,-91.22115077616066,-80.07391178418771,-80.52168342189418,-82.93879207360135,-89.85450959339543,-97.22370447007566,-89.09389416251518,-81.63861774375346,-81.28143579264272,-82.01307468688125,-89.48419016007195,-98.99859317817156,-89.510846688903,-82.15075212694829,-80.90698487568496,-81.37111720731349,-89.34980772244721,-99.4217191295945,-89.50572867849456,-88.77628354338681,-87.12707733726424,-87.54814548680693,-94.48045727914575,-101.63728023060764,-94.27067647001329,-83.13529393961448,-82.74840546856228,-83.82127274290053,-90.82407898501984,-99.18075567999752,-90.63652167836604
02-induction3,-80.9320675485252,-81.51258316569718,-84.15601229371416,-91.32855648554292,-99.33350464740928,-90.59129288114028,-83.01733627306514,-82.95963242859109,-84.13519607143562,-91.41676136039148,-100.65218484464468,-91.31180530064653,-83.67632579160117,-82.98581563539904,-83.59735426790395,-91.10556750545771,-100.54702571392266,-91.16021137542704,-83.14783664792276,-81.55229262323572,-81.87544908649593,-90.04329601451312,-99.5367576423762,-90.06123045289038,-80.67194369396495,-81.27513225125983,-84.04275647624269,-91.35498175574878,-99.643711575043,-90.61965292599444,-83.05286098974051,-83.02654774187289,-84.31258722819837,-91.60681746257346,-100.87720470992552,-91.4815686316206,-84.38453465703799,-83.83173342685615,-84.57312232573295,-91.89215367731884,-100.92651983046764,-91.86203815337312,-84.54382853001508,-83.00162436684501,-83.46164133485217,-91.223298199391,-100.08756537529882,-91.17308495672188,-79.94072180135572,-80.53276314359182,-83.18936313605394,-90.72725613689568,-99.01957586255452,-89.94844403534185,-81.59841945702777,-81.28566167372244,-82.08605589724525,-89.84667985240162,-99.79379331944644,-89.87646796624188,-82.03916930596485,-80.74174057726911,-81.27018142446751,-89.55513792274951,-100.02352560496284,-89.71080259724813,-88.668451588165,-87.13250405460953,-87.65251588836948,-94.8361030530452,-101.9064266454404,-94.49820018834484,-82.82291424619797,-82.57947918729528,-83.94571590662858,-91.36419877267858,-100.28696238740068,-91.1204409785677
02-induction4,-81.93120640563703,-82.15894260802148,-83.88027959960698,-88.86225334372281,-92.60993453568048,-87.93754049992192,-83.26618686342886,-83.01135519031672,-83.87334034692614,-89.19778180098848,-93.65616339087975,-88.56813089823191,-83.58394610283696,-82.65105660085385,-83.01504698816944,-88.98544204396346,-94.1523951570718,-88.50655267823753,-82.87606901721006,-80.91651695229591,-80.99804604707839,-87.72111322702294,-93.41781813848054,-87.30801868843888,-81.8810779282486,-82.08801467620603,-83.83276674078726,-88.92723923838784,-92.90326187365396,-88.0232590602122,-83.40481759661509,-83.10775458168294,-83.95392992424777,-89.07179050176049,-93.36232091727484,-88.46953616536551,-84.36623553098795,-83.51796302478634,-83.9358586480418,-89.0776847092237,-93.4144076626859,-88.62056575520374,-84.21649597412451,-82.33447412337021,-82.52388618197438,-88.35278491581525,-93.30861259993272,-87.99339199004694,-80.80237261083585,-81.09978566455389,-82.98999954559123,-88.2928077814004,-92.34856560409628,-87.30812068475235,-81.50213133978185,-81.12452212322847,-81.8722060411485,-87.95052197292017,-93.29405964025712,-87.35113574829424,-81.81931090507638,-80.35571774898219,-80.71849703122025,-87.42438008019298,-93.37891870180462,-86.97505328006588,-88.09048785186505,-85.97481310821107,-86.06227123000957,-89.68160305328057,-92.59581077276786,-89.51843128617679,-83.13568232189094,-82.5986836757142,-83.47712988436984,-88.85294446929963,-93.30256711598508,-88.2306163783786
02-experience1,-81.02779827859892,-81.71522943722908,-84.61843653287012,-90.48261841147026,-96.13292693498016,-89.48655644377646,-83.59240212495308,-83.57719727725961,-84.91365488583781,-90.98869127404328,-98.12808373073986,-90.68525743480949,-84.94774808978329,-84.19404962231812,-84.88458507650722,-91.06920029277384,-98.53926385068722,-91.01859437328088,-84.49093544549771,-82.75596520698494,-83.16900161235057,-90.34341835000514,-98.80909814080913,-90.39840301918792,-80.96135888738928,-81.64640395592599,-84.59451418067648,-90.61554343021707,-96.47209682257264,-89.61524645164003,-83.65257915013424,-83.66684379951484,-85.09258862699755,-91.11770997829028,-97.90378765603964,-90.7201175619052,-85.45367741406031,-84.9002160429873,-85.74323905018927,-91.5881792311746,-98.11421316658117,-91.35294719639754,-85.52362950418784,-83.98060086025879,-84.57648851064022,-91.35190014444674,-98.91639788879628,-91.2455264247088,-79.83574964412577,-80.58267459066911,-83.69587205789676,-89.93372326417393,-95.6574925236824,-88.79597822906803,-82.24226169211738,-82.03796384748429,-83.0790905491351,-89.77576905869222,-97.79566999059514,-89.58394518293395,-83.12085236959483,-81.88496970706785,-82.566511803609,-89.73119571603237,-98.16134789894896,-89.67660843497897,-89.40452699968658,-87.76848084102568,-88.28763152075535,-93.86205078884288,-99.47717730622064,-93.65328111768122,-83.51939793622674,-83.30384208426665,-84.8268954411968,-90.95869808025216,-97.70215088654604,-90.521965403919
02-experience2,-83.20108651332956,-83.44270474830118,-85.15003340696475,-90.329099550787,-95.21113145612244,-89.63026012874431,-84.29091611581016,-84.07913536101746,-84.9864390442079,-90.7172714806351,-96.8910775905371,-90.38119061602364,-84.82982882883708,-84.11834225987184,-84.67145683988704,-90.60287693435106,-96.82487038575417,-90.33947500975611,-84.35472599901118,-82.76507552324684,-83.0331561637916,-89.42335579169315,-95.7419969922799,-89.19130512293684,-83.02405378093324,-83.31438493415314,-85.12456618049883,-90.46616225402826,-95.48346354473588,-89.72693939005521,-84.42628030809414,-84.27787842692395,-85.23401675475617,-90.74016677620904,-96.39026133173412,-90.32445793120502,-85.51846863128593,-84.87779342157175,-85.46941631338153,-90.8693773421732,-96.30007910767723,-90.55280741752117,-85.56008892192176,-84.01166548508027,-84.39550352324505,-90.26617684928846,-95.9255478503767,-89.99789233779869,-82.15464273852282,-82.4711178505447,-84.33254600106754,-89.94571933489995,-95.08771549069108,-89.14333323239126,-82.54141402638973,-82.23336314835677,-83.05655329596358,-89.51818569951355,-96.51130441936162,-89.19414271669251,-83.20456337187751,-81.98924798483046,-82.53619332940883,-89.34428111397874,-96.4550349645994,-89.09168571105195,-89.30024131925151,-87.6541352630479,-87.90911096514156,-91.81754756604616,-95.2321125610804,-91.61227329973497,-84.31453731182327,-83.92887536168809,-84.91283034800676,-90.50316905990448,-96.12033139225244,-90.07213322717192
02-experience3,-82.79420925485061,-83.312943366457,-85.53288424963205,-91.57278342647136,-97.360077973968,-90.71177572249807,-83.83888436120728,-83.96019024117521,-85.2669036248034,-91.68361367532376,-98.72965845258535,-91.24663858976062,-84.66183356296776,-84.26675177074401,-85.10606742495403,-91.69397377520814,-98.96504655631593,-91.4070151137892,-84.55078760416875,-83.41427782670891,-84.00110208547147,-91.14958593534855,-98.60680561913688,-90.865631827326,-82.61789532556854,-83.209163040448,-85.60453608355968,-91.76646011054046,-97.8119437341887,-90.891052428248,-84.01113804327179,-84.19275388381894,-85.63902461832828,-92.01382887954628,-98.76924367845912,-91.48282556995252,-85.13317544528931,-84.8545241235417,-85.86296752155526,-92.2067552084436,-98.58240067413163,-91.72370672137114,-85.52881029333781,-84.44727995047694,-85.18002951770707,-91.47649737941242,-97.2221314362308,-90.98556865594549,-82.17396402287855,-82.69331353531868,-84.77700924801171,-91.18952812074323,-97.27104401202068,-90.31747733796053,-82.29244304813963,-82.32153038741063,-83.43118667993133,-90.45544670851932,-98.2868898932022,-90.0811895036824,-83.13404992952002,-82.30023556961345,-83.1575503839549,-90.55132951206316,-98.55631557957716,-90.24636076363154,-89.55372981260055,-88.52419329792062,-89.28867661844929,-94.76112723034218,-99.18205102414016,-94.17467998258608,-84.02968804252919,-83.98387896450853,-85.38797908345339,-91.7791011479508,-98.34511642583224,-91.22702923208502
02-experience4,-81.77220196295556,-82.25026129397253,-84.40606647632393,-89.21725797776382,-93.51202000197966,-88.36862406381383,-83.67204624754193,-83.59036451579789,-84.54832390594757,-89.74240257055122,-95.15266992331055,-89.35332210450443,-84.34227126438032,-83.69821515660385,-84.1581750436952,-89.73272902995834,-95.6716973484084,-89.51751854705131,-83.86637444347606,-82.32252535423235,-82.51419305300692,-88.46967258206706,-94.42666431405516,-88.2883280255155,-81.75824862114908,-82.2236872072796,-84.40646274859391,-89.44402797581944,-93.9290740119509,-88.57092094980871,-83.81621168174222,-83.72548136640881,-84.7262786716224,-89.73657849813212,-94.65101162512995,-89.27101040241928,-84.99628771537577,-84.36675608138401,-84.87458684883757,-89.8258862928323,-94.52739337720514,-89.47726024063556,-85.02645702400513,-83.52676808327703,-83.81556624510318,-89.108945954838,-94.0773689072522,-88.85524704172869,-80.81481923425974,-81.33573636334704,-83.59194907927471,-88.84248271960475,-93.34518252427176,-87.88966332257824,-82.13429955568245,-81.92811762453837,-82.73159741259572,-88.62062641965716,-94.62633097972426,-88.21526609305845,-82.74911105143195,-81.61749522213697,-82.11952177377097,-88.29801964315149,-94.59924491293918,-88.03253287238697,-88.7217935468859,-86.88004843859324,-86.91835604884054,-90.1270227103019,-93.2343037657736,-90.11775596451125,-83.54402037755811,-83.25481629929223,-84.32597116040824,-89.471148782097,-94.4807918848132,-88.99469570687279
03-baseline1,-83.6360992630458,-84.95690190969391,-88.89380268956376,-92.95039014996571,-98.13392392578888,-92.10983693516216,-85.53767653750225,-86.61368384009918,-89.4171779895645,-93.10732302278896,-99.33773824557326,-92.88958375836494,-86.97457362889273,-87.88404797282831,-90.09890464021572,-94.16837825965864,-100.12792479904532,-93.9035040408014,-87.50132799572964,-88.05641699855387,-89.51004745017974,-93.672197365435,-100.4691836770876,-93.77656397816398,-83.28972543039933,-84.65973085549908,-88.66266164384957,-92.67722141148064,-97.2717733559037,-91.683904767117,-85.36548057309871,-86.45593492190125,-89.30901581063075,-93.3808135196899,-99.75489200936268,-93.0731322167642,-86.82537733185936,-87.73562059815512,-89.99053566980123,-94.34199847574084,-101.04590449992055,-94.1705287990451,-87.76678013662703,-88.4340556755705,-90.26788862572944,-94.52949714327583,-101.34598437548536,-94.52164225213816,-82.79611381426494,-84.10277972625599,-87.77754003203708,-91.872960223426,-97.04182168823904,-91.07093087985729,-84.16522439645875,-85.11784226609296,-87.3741769483499,-91.41552577429292,-98.0901857405697,-91.3252573946644,-85.8404838457239,-86.5625714017147,-88.47787240409457,-93.2335356567626,-100.56215513012909,-93.18372259322877,-91.32788195092152,-91.89061876106976,-93.47245553242,-96.605221394269,-100.55578106370164,-96.28039051778757,-85.60710901060338,-86.6444585520846,-89.43668020358962,-93.49198438795707,-99.41087768747414,-93.09293717307698
03-baseline2,-85.14693113716925,-86.18254753078122,-89.02503202037269,-91.47047670774823,-94.37980142376898,-90.79211594326128,-86.5070079949811,-87.29013494757535,-89.17174458760033,-90.83332536293696,-93.61326347552044,-90.5752010352174,-87.16986127531374,-87.88637236676456,-89.51854988348063,-91.12328186151038,-93.54219163828932,-90.84850309980789,-86.70785309177526,-86.81978494113824,-87.45069084330882,-87.8752075566471,-89.52005969227888,-88.02169121118314,-84.8543145600211,-85.93774023592744,-88.86209892731227,-91.46218478369649,-94.31317373606676,-90.70169195900618,-86.27752715050806,-87.16661993499838,-89.39334277586586,-91.85635507228191,-95.14337975376006,-91.40495370710411,-87.06369832249817,-87.87270907048816,-89.83746179820292,-92.4364482021114,-95.98085106218224,-92.0690013756146,-87.52681905644496,-87.89131708854151,-89.01166965444662,-90.28026945561444,-92.57230901104388,-90.2121790877308,-84.19039102378102,-85.23889603001908,-88.00461557203931,-90.86463932558038,-94.2348639064178,-90.19119393569956,-84.58528706602924,-85.49843495742596,-87.56697287700445,-90.320428541097,-94.25186657406944,-89.97222897705697,-85.78678240188063,-86.47311382048748,-88.16896130808135,-90.33368091482066,-93.37394001122225,-90.0365271675198,-87.79136418265355,-87.42479408518348,-87.44691304572433,-86.61599741696651,-86.9954213355414,-86.9923613028764,-86.1883202915425,-86.97865414086768,-89.02345121844175,-91.07883357887629,-93.93265341765596,-90.68768102999351
03-induction1,-84.54053931388233,-85.79684959273884,-89.20667488802778,-92.47913308298102,-96.11339127581016,-91.5983640857589,-85.82304056179143,-86.896672365938,-89.56494729990081,-92.7994673977437,-97.1433706469748,-92.27406901349136,-86.96440793786601,-87.98581604644755,-90.41155773931251,-94.06957376942768,-98.44726190090968,-93.47930184383247,-87.1797926817258,-87.83321666643724,-89.67007633094954,-92.5857110651934,-96.64968583211662,-92.29430000527744,-84.18428704542748,-85.42732588482565,-88.67551448330153,-91.47349140799484,-94.44305895716684,-90.60254861424484,-85.54262104884907,-86.66982770502676,-89.42185068300486,-93.1699660043931,-97.73611966319046,-92.5239445614626,-86.58598260829899,-87.63833360888458,-90.19872065100378,-94.20260803199224,-98.93666540951946,-93.56764365359513,-87.33729857062202,-88.24114128644189,-90.60852892099764,-94.05672551136291,-98.21282590124076,-93.49742983322965,-83.94296592233925,-85.15005941353671,-88.1370045115944,-91.84384612143693,-96.24604199321546,-91.11424423769748,-84.01217978585477,-85.11727480127902,-87.67694740854805,-91.57106332827104,-97.07566139614246,-91.15653404632576,-85.42580289001863,-86.3967380232842,-88.85653288204821,-93.14994902370184,-98.3307737736003,-92.56807788360102,-90.38529428654746,-90.68001226873844,-92.11945779593296,-93.44198409449945,-95.30816681160664,-93.19441098054833,-85.8143430077355,-86.88151448217496,-89.5911113268271,-93.01661460628712,-97.15659488752274,-92.37532217638366
03-induction2,-83.21221932407958,-84.6239934364165,-88.77423166418873,-93.01690667094049,-98.18083864742816,-92.06386210624872,-84.70387002674087,-85.94082943920631,-89.2314744674952,-93.11376762080648,-99.31340943916288,-92.71716518249788,-85.7605814222843,-86.8813674813981,-89.74767030815372,-93.82675590137733,-99.67687118244324,-93.38021987241424,-86.23123370937773,-87.12612916186053,-89.43184282104502,-93.6147963292962,-100.68990532920746,-93.5780552497135,-83.03002614701442,-84.49755925301577,-88.68221221683379,-92.78214952512162,-97.51207983165948,-91.750967005906,-84.59005891969937,-85.90231054620918,-89.25357102074821,-93.27283282159424,-99.35088784663732,-92.7850907800424,-85.52266346298441,-86.7105127929614,-89.68455418337655,-93.91234391391193,-100.12341733521448,-93.4831821389962,-86.25323578512663,-87.3261236561696,-90.1141935036782,-94.132651367243,-100.27688359337196,-93.79826930809978,-82.59727978467703,-83.96239230070756,-87.78608844905293,-91.8944541421276,-96.96325076109252,-91.02789310767432,-83.53152246225855,-84.66410469471494,-87.42610579296397,-91.49804687038583,-98.0506387093125,-91.24895406399553,-84.84128960981415,-85.86362290990759,-88.51982520203536,-93.05096918218676,-100.00403850011776,-92.79641952918918,-88.035084337205,-89.19755971001851,-92.41580757636684,-96.31803571586542,-100.87108515713092,-95.52573252378122,-84.678544131818,-85.92442421045655,-89.25778478941763,-93.3612553965315,-99.15382897492756,-92.78709748534028
03-induction3,-83.8569878001548,-85.20820333586857,-89.01317749251751,-92.90611524411254,-98.12794718440018,-92.1475755188048,-85.431345000848,-86.5811819063706,-89.41836039180798,-92.92148804080117,-99.12867690757658,-92.73992757515732,-86.42951016596491,-87.46327145560511,-89.85080669637455,-93.37612067244916,-98.64923608917448,-93.0559221566902,-86.59189426246562,-87.13577343131357,-88.44409108280502,-90.70635709055112,-94.60747132938006,-90.68690440075144,-83.75262048897648,-85.10329111208819,-88.77179094819931,-92.31064099613111,-96.6462573148735,-91.46412303190375,-85.20176114733434,-86.41295832744322,-89.3694098011633,-93.08333636464576,-99.32973710611704,-92.81834856821392,-86.1438186506357,-87.2218020186778,-89.7601099111579,-93.6753343412563,-99.77814619879504,-93.41101006131125,-87.06942872437367,-87.86004821736245,-89.72292301325533,-92.61262547366442,-97.25857687734548,-92.45556567798452,-83.12861505749459,-84.4252070944285,-87.89293002381065,-91.82990355217238,-97.19159220164752,-91.16602986646282,-83.74217137839297,-84.89874520958978,-87.54194726008626,-91.38335564044849,-97.83806280656276,-91.2003121246494,-85.2649339522672,-86.23260728637533,-88.50174465379878,-92.35511307895555,-98.27945603623456,-92.1295934838328,-88.33200713188495,-88.6386633802226,-89.6686331096629,-90.3880987159544,-91.85120257162434,-90.3013754272626,-85.2954237965671,-86.41075213937931,-89.22216145683774,-92.74131449523162,-98.10893056321636,-92.35365790293672
03-induction4,-82.8877565134602,-84.19843877957969,-87.94950356845621,-90.17169807868537,-92.92885636949654,-89.31304811393215,-84.56786371632744,-85.70759951327335,-88.95646329516731,-92.1467713233713,-97.05316089742294,-91.65252997234964,-85.80782850503742,-86.85697903413428,-89.69516463967184,-93.48312030217888,-98.92008634890628,-93.03342294109144,-86.29216351114187,-87.05678082368682,-89.25591356999126,-92.96257571045872,-99.16124797649177,-92.88395685431136,-82.87802367370561,-84.12782202136523,-87.53163237474547,-89.00594148051812,-91.19676318922464,-88.30561227052097,-84.43880326310256,-85.49484652640865,-88.39099651355897,-90.58662850842182,-94.10067957363692,-90.12161735250608,-85.48182271334761,-86.46732038721174,-89.35365921731595,-93.1766211234972,-99.0592057766166,-92.8245611815154,-86.46545811771253,-87.25735729802588,-89.74328778455833,-93.59814733224977,-99.69092011468126,-93.38850664821238,-82.10279341141275,-83.38542407418616,-87.01700232079274,-89.91127294793068,-93.98206114878585,-89.20611009440445,-83.25372157037076,-84.32563375779765,-87.30235391414455,-91.28865296213084,-97.78396891404378,-91.01405698570112,-84.76226630923146,-85.62847867191103,-88.25552870109469,-92.71128642149398,-99.7848987923776,-92.5309309559904,-88.5866764789584,-89.39468163546064,-91.8244165742254,-94.3033658688364,-97.00702769972727,-93.66884903477263,-84.58304461983761,-85.66771528173737,-88.73192440801806,-91.71796088622474,-96.17162154472972,-91.21425621594288
03-experience1,-84.8114818153635,-86.14541969875754,-89.73255201493939,-93.76834019837776,-97.9157323493885,-92.74363152952316,-86.02354314546719,-87.15045243226467,-89.8931138460037,-93.83814123229192,-98.24506473126762,-93.09514067972182,-87.03393171540777,-87.98461231652249,-90.27404672323414,-93.9037081263796,-97.1600922556928,-93.07595079631044,-86.65048589506438,-86.98710266065103,-88.15969891382727,-89.70687381489249,-91.45777462455388,-89.41226561979437,-84.63095435969706,-85.97991044752835,-89.4774327701979,-93.35779068552932,-97.20269076373528,-92.32050825716432,-85.90618056914602,-87.0276420386536,-89.79848022146794,-93.85140871046968,-98.13932013810806,-93.04119423716512,-86.78583662564924,-87.8025381289717,-90.2019437047848,-94.4268266408529,-98.12756248458174,-93.5029944554698,-87.13874476736675,-87.8482927155881,-89.54795665858433,-91.8929436598156,-94.02625061087991,-91.31188671379093,-84.09323637534484,-85.38019072481343,-88.53250813526226,-92.71253533839496,-96.97959600994383,-91.76613342830574,-84.12124988431991,-85.16133458513491,-87.64380375092013,-91.8794340615966,-96.25920285656802,-91.103184863898,-85.40617223104098,-86.29797874946667,-88.46205869857997,-92.63714082400828,-95.96471382866162,-91.69451279587788,-88.89073734625566,-88.48118043698848,-88.5023608331557,-87.94524315470998,-88.30256486302605,-88.23842849701599,-85.9422235527671,-86.97738099338693,-89.60385266737632,-93.28397117198888,-96.94287677476714,-92.4658519424398
03-experience2,-81.58675580768252,-83.0780410133974,-87.7563073222143,-92.24616666868926,-96.7954332123869,-90.95174371833632,-83.00631066057989,-84.36095224518613,-88.28687108753708,-92.20323145200057,-97.14100471949972,-91.34211873260548,-83.8323097405229,-85.1532048847001,-88.9212076659657,-93.29982750457148,-97.88115075953375,-92.24588229605948,-84.15502152917011,-85.30294238410642,-88.61106878283155,-92.9636386151987,-97.42976503617408,-91.99798190549376,-81.39052765411182,-82.90215764896212,-87.60119033515755,-91.97544123711728,-96.27203898480404,-90.64634586672692,-82.85488339162451,-84.25668137995429,-88.25219996866694,-92.36344316327072,-97.3730314191594,-91.44318375228626,-83.50264533711905,-84.87734607020634,-88.7474175345981,-93.32983973260096,-98.35693344054091,-92.30040213399803,-84.19217787710004,-85.46414365870788,-89.01443150144655,-93.67269223366948,-98.49061307934092,-92.64244007871191,-81.14554146863387,-82.56984718320149,-86.78225543889037,-91.44232142269306,-96.22403730848828,-90.2548183764065,-81.94085074710962,-83.25296265880553,-86.73504230881494,-90.87543474977556,-96.1727111358233,-90.13000899282784,-83.079025057655,-84.3202495139756,-87.716760310214,-92.7343254823387,-98.07134811501508,-91.75988698399064,-85.56285603654896,-86.75100631809987,-90.2893284199444,-93.98418624730606,-96.90041825487675,-92.77830745246624,-82.86964158306361,-84.24556316224185,-88.26647778792545,-92.60536630440872,-97.31344674662472,-91.5389447769632
03-experience3,-82.19873274546458,-83.613590312253,-87.92811132327417,-91.94705721663964,-96.25350374406004,-90.81359512160202,-83.87594613448532,-85.11288359318169,-88.43964869375043,-92.10507667051822,-96.81648254938742,-91.39425298122178,-85.14978274145659,-86.25959741838024,-89.11243052046373,-92.97726178979322,-96.97908050401944,-92.13671899944184,-85.08308901938382,-85.77746711027805,-87.84425417428187,-90.45707523446777,-93.24092675416124,-89.88639657444519,-82.16383048979864,-83.58459234988747,-87.7317644432714,-91.39708387388508,-95.05209401512283,-90.23972997532476,-83.73391457406404,-85.01401658212208,-88.40982867731952,-92.44572709891064,-97.19471826698772,-91.6150327446073,-84.83646045252128,-86.00778180184393,-88.98433579312967,-93.3524536125298,-97.95725614105716,-92.4807759656522,-85.37678837408532,-86.33129664859814,-88.859627138131,-92.3868773747178,-95.95183830123848,-91.61882561001408,-81.69704470863547,-83.06357350019806,-86.81921325068272,-91.1430929593308,-95.69938402843144,-90.09722098475834,-82.59126853274881,-83.76603324278156,-86.66963796933382,-90.57787362596191,-95.68379520348635,-89.98368590704088,-83.92118573468278,-84.95348771201003,-87.66277216240607,-92.13445616849096,-96.65659244206772,-91.27839794724775,-86.59000787813312,-87.05132433619933,-88.68974102727756,-89.9035172406199,-91.32096137569468,-89.51993042636362,-83.82528002953302,-85.02323176292919,-88.31125167707646,-92.12693075795424,-96.31812998927995,-91.25262768535326
03-experience4,-83.33028432977599,-84.7320996912218,-88.86956936444483,-92.47486973992032,-96.35014331041651,-91.39442254911252,-85.25129605477613,-86.44847446016536,-89.56513576655252,-93.10127637591722,-98.16857552112032,-92.56420887759224,-86.26629985348893,-87.35805979922749,-90.0105286884199,-93.38635788178009,-97.80082416622552,-92.83755592247104,-86.3716293031539,-86.92373699333206,-88.4770230501703,-90.65845508400648,-94.39392524844848,-90.57202503458066,-83.23653256089094,-84.62092153525052,-88.43807780456163,-91.21903410911132,-94.2938842991195,-90.25158961395027,-84.97743751733205,-86.20057695755997,-89.24435988366459,-92.91540809193292,-97.81070611652582,-92.30684760635694,-85.94549732393997,-87.03013380576411,-89.78576983090746,-93.8227059632042,-99.20016671857016,-93.2963994591456,-86.91780250376661,-87.6834845634794,-89.80467970159802,-92.87662982809792,-97.36509412744589,-92.57635363138996,-82.75739392066296,-84.11329401720262,-87.78895406324702,-91.44911634400056,-95.8077011743456,-90.56999184849792,-83.67119503154123,-84.8566070022153,-87.66047433742919,-91.68041804554804,-97.51316957034466,-91.25330815020138,-85.15465304736522,-86.11915842927513,-88.5855620365114,-92.42346869331406,-97.6110974821206,-91.97927263383664,-88.14165535855612,-88.4357776080906,-89.7140010731153,-90.78050790292154,-92.54925382350594,-90.6176854161674,-85.0230694462312,-86.16757454600904,-89.2009245788094,-92.59613965667543,-97.01520669037612,-91.96122137520294
